Site,Month,Position,Depth,Distance,Salinity,pH,Temperature
Kbira,February,Surface,0,78,36.12,8.28,15.32
Kbira,February,Surface,0,74,36.13,8.28,15.31
Kbira,February,Surface,0,72,36.08,8.28,15.36
Kbira,February,Surface,0,70,36.06,8.28,15.39
Kbira,February,Surface,0,68,36.05,8.28,15.39
Kbira,February,Surface,0,66,36.05,8.28,15.39
Kbira,February,Surface,0,64,36.05,8.28,15.38
Kbira,February,Surface,0,62,36.04,8.28,15.38
Kbira,February,Surface,0,60,36.04,8.29,15.38
Kbira,February,Surface,0,58,36.02,8.29,15.39
Kbira,February,Surface,0,56,36.02,8.29,15.39
Kbira,February,Surface,0,54,36.02,8.3,15.38
Kbira,February,Surface,0,52,36.02,8.3,15.38
Kbira,February,Surface,0,50,36.01,8.3,15.38
Kbira,February,Surface,0,48,36,8.3,15.38
Kbira,February,Surface,0,46,36.01,8.31,15.37
Kbira,February,Surface,0,44,36.01,8.31,15.36
Kbira,February,Surface,0,42,36.01,8.32,15.37
Kbira,February,Surface,0,40,36,8.32,15.37
Kbira,February,Surface,0,38,36.01,8.32,15.36
Kbira,February,Surface,0,36,36.03,8.33,15.33
Kbira,February,Surface,0,34,36.06,8.33,15.31
Kbira,February,Surface,0,32,36.08,8.34,15.28
Kbira,February,Surface,0,30,36.09,8.34,15.27
Kbira,February,Surface,0,28,36.1,8.34,15.26
Kbira,February,Surface,0,26,36.12,8.35,15.24
Kbira,February,Surface,0,24,36.12,8.35,15.24
Kbira,February,Surface,0,22,36.13,8.35,15.24
Kbira,February,Surface,0,20,36.13,8.35,15.24
Kbira,February,Surface,0,18,36.13,8.35,15.24
Kbira,February,Surface,0,16,36.13,8.35,15.24
Kbira,February,Surface,0,14,36.13,8.36,15.24
Kbira,February,Surface,0,12,36.13,8.36,15.24
Kbira,February,Surface,0,10,36.13,8.36,15.25
Kbira,February,Surface,0,8,36.12,8.36,15.26
Kbira,February,Surface,0,6,36.11,8.36,15.27
Kbira,February,Surface,0,4,36.09,8.36,15.28
Kbira,February,Surface,0,2,36.08,8.36,15.29
Kbira,February,Surface,0,0,36.06,8.36,15.31
Kbira,February,Surface,0,100,36.08,8.05,15.36
Kbira,February,Surface,0,98,36.08,8.05,15.36
Kbira,February,Surface,0,96,36.07,8.05,15.38
Kbira,February,Surface,0,94,36.07,8.05,15.38
Kbira,February,Surface,0,92,36.06,8.06,15.38
Kbira,February,Surface,0,90,36.07,8.06,15.38
Kbira,February,Surface,0,88,36.06,8.06,15.39
Kbira,February,Surface,0,86,36.06,8.06,15.39
Kbira,February,Surface,0,84,36.06,8.06,15.38
Kbira,February,Surface,0,82,36.07,8.06,15.38
Kbira,February,Surface,0,80,36.07,8.07,15.38
Kbira,February,Surface,0,78,36.07,8.07,15.38
Kbira,February,Surface,0,74,36.08,8.07,15.37
Kbira,February,Surface,0,72,36.09,8.07,15.36
Kbira,February,Surface,0,70,36.08,8.07,15.37
Kbira,February,Surface,0,68,36.08,8.07,15.37
Kbira,February,Surface,0,66,36.08,8.08,15.37
Kbira,February,Surface,0,64,36.08,8.08,15.36
Kbira,February,Surface,0,62,36.08,8.08,15.35
Kbira,February,Surface,0,60,36.08,8.08,15.35
Kbira,February,Surface,0,58,36.07,8.08,15.36
Kbira,February,Surface,0,56,36.06,8.09,15.37
Kbira,February,Surface,0,54,36.05,8.09,15.37
Kbira,February,Surface,0,52,36.05,8.09,15.37
Kbira,February,Surface,0,50,36.03,8.1,15.38
Kbira,February,Surface,0,48,36,8.1,15.41
Kbira,February,Surface,0,46,35.99,8.1,15.41
Kbira,February,Surface,0,44,35.97,8.1,15.42
Kbira,February,Surface,0,42,35.97,8.11,15.41
Kbira,February,Surface,0,40,35.97,8.12,15.41
Kbira,February,Surface,0,38,35.97,8.12,15.39
Kbira,February,Surface,0,36,36.02,8.13,15.33
Kbira,February,Surface,0,34,36.03,8.13,15.32
Kbira,February,Surface,0,32,36.04,8.14,15.3
Kbira,February,Surface,0,30,36.05,8.14,15.28
Kbira,February,Surface,0,28,36.06,8.14,15.27
Kbira,February,Surface,0,26,36.07,8.14,15.26
Kbira,February,Surface,0,24,36.08,8.15,15.24
Kbira,February,Surface,0,22,36.09,8.15,15.24
Kbira,February,Surface,0,20,36.09,8.15,15.23
Kbira,February,Surface,0,18,36.1,8.15,15.23
Kbira,February,Surface,0,16,36.11,8.15,15.22
Kbira,February,Surface,0,14,36.11,8.15,15.22
Kbira,February,Surface,0,12,36.12,8.15,15.21
Kbira,February,Surface,0,10,36.12,8.16,15.21
Kbira,February,Surface,0,8,36.13,8.16,15.21
Kbira,February,Surface,0,6,36.12,8.16,15.22
Kbira,February,Surface,0,4,36.12,8.16,15.22
Kbira,February,Surface,0,2,36.12,8.16,15.22
Kbira,February,Surface,0,0,36.12,8.16,15.23
Kbira,February,Surface,0,100,36.06,7.88,15.39
Kbira,February,Surface,0,98,36.06,7.88,15.39
Kbira,February,Surface,0,96,36.06,7.88,15.39
Kbira,February,Surface,0,94,36.06,7.89,15.39
Kbira,February,Surface,0,92,36.06,7.89,15.39
Kbira,February,Surface,0,90,36.06,7.89,15.39
Kbira,February,Surface,0,88,36.06,7.89,15.39
Kbira,February,Surface,0,86,36.06,7.89,15.38
Kbira,February,Surface,0,84,36.07,7.89,15.38
Kbira,February,Surface,0,82,36.07,7.89,15.38
Kbira,February,Surface,0,80,36.06,7.89,15.38
Kbira,February,Surface,0,78,36.07,7.89,15.37
Kbira,February,Surface,0,74,36.07,7.89,15.37
Kbira,February,Surface,0,72,36.07,7.89,15.37
Kbira,February,Surface,0,70,36.07,7.89,15.37
Kbira,February,Surface,0,68,36.08,7.89,15.37
Kbira,February,Surface,0,66,36.08,7.89,15.37
Kbira,February,Surface,0,64,36.08,7.9,15.37
Kbira,February,Surface,0,62,36.08,7.9,15.37
Kbira,February,Surface,0,60,36.09,7.9,15.37
Kbira,February,Surface,0,58,36.09,7.9,15.37
Kbira,February,Surface,0,56,36.09,7.9,15.37
Kbira,February,Surface,0,54,36.1,7.9,15.36
Kbira,February,Surface,0,52,36.11,7.9,15.36
Kbira,February,Surface,0,50,36.11,7.9,15.36
Kbira,February,Surface,0,48,36.11,7.9,15.37
Kbira,February,Surface,0,46,36.1,7.91,15.37
Kbira,February,Surface,0,44,36.11,7.91,15.37
Kbira,February,Surface,0,42,36.11,7.91,15.37
Kbira,February,Surface,0,40,36.1,7.91,15.38
Kbira,February,Surface,0,38,36.1,7.91,15.38
Kbira,February,Surface,0,36,36.1,7.91,15.38
Kbira,February,Surface,0,34,36.1,7.92,15.38
Kbira,February,Surface,0,32,36.09,7.92,15.39
Kbira,February,Surface,0,30,36.09,7.92,15.39
Kbira,February,Surface,0,28,36.08,7.92,15.39
Kbira,February,Surface,0,26,36.08,7.92,15.4
Kbira,February,Surface,0,24,36.06,7.93,15.41
Kbira,February,Surface,0,22,36.05,7.93,15.42
Kbira,February,Surface,0,20,36.05,7.93,15.42
Kbira,February,Surface,0,18,36.04,7.93,15.42
Kbira,February,Surface,0,16,36.04,7.94,15.42
Kbira,February,Surface,0,14,36.03,7.94,15.42
Kbira,February,Surface,0,12,36.03,7.94,15.41
Kbira,February,Surface,0,10,36.02,7.95,15.41
Kbira,February,Surface,0,8,36.02,7.95,15.4
Kbira,February,Surface,0,6,36.02,7.96,15.39
Kbira,February,Surface,0,4,36.03,7.96,15.37
Kbira,February,Surface,0,2,36.03,7.96,15.37
Kbira,February,Surface,0,0,36.04,7.97,15.36
Kbira,February,Surface,0,100,36.12,7.78,15.37
Kbira,February,Surface,0,98,36.11,7.78,15.38
Kbira,February,Surface,0,96,36.11,7.79,15.38
Kbira,February,Surface,0,94,36.1,7.79,15.39
Kbira,February,Surface,0,92,36.1,7.79,15.39
Kbira,February,Surface,0,90,36.1,7.79,15.39
Kbira,February,Surface,0,88,36.09,7.79,15.4
Kbira,February,Surface,0,86,36.09,7.8,15.41
Kbira,February,Surface,0,84,36.09,7.8,15.41
Kbira,February,Surface,0,82,36.08,7.8,15.41
Kbira,February,Surface,0,80,36.08,7.8,15.41
Kbira,February,Surface,0,78,36.07,7.8,15.42
Kbira,February,Surface,0,74,36.07,7.8,15.41
Kbira,February,Surface,0,72,36.07,7.81,15.41
Kbira,February,Surface,0,70,36.07,7.81,15.41
Kbira,February,Surface,0,68,36.07,7.81,15.41
Kbira,February,Surface,0,66,36.07,7.81,15.41
Kbira,February,Surface,0,64,36.06,7.82,15.41
Kbira,February,Surface,0,62,36.06,7.82,15.4
Kbira,February,Surface,0,60,36.07,7.82,15.39
Kbira,February,Surface,0,58,36.06,7.83,15.39
Kbira,February,Surface,0,56,36.07,7.83,15.39
Kbira,February,Surface,0,54,36.06,7.84,15.39
Kbira,February,Surface,0,52,36.06,7.84,15.38
Kbira,February,Surface,0,50,36.06,7.84,15.38
Kbira,February,Surface,0,48,36.06,7.85,15.37
Kbira,February,Surface,0,46,36.08,7.85,15.36
Kbira,February,Surface,0,44,36.07,7.85,15.36
Kbira,February,Surface,0,42,36.07,7.85,15.35
Kbira,February,Surface,0,40,36.07,7.86,15.35
Kbira,February,Surface,0,38,36.07,7.86,15.34
Kbira,February,Surface,0,36,36.08,7.86,15.33
Kbira,February,Surface,0,34,36.09,7.86,15.33
Kbira,February,Surface,0,32,36.09,7.86,15.32
Kbira,February,Surface,0,30,36.09,7.836,15.32
Kbira,February,Surface,0,28,36.09,7.86,15.32
Kbira,February,Surface,0,26,36.1,7.86,15.31
Kbira,February,Surface,0,24,36.08,7.86,15.32
Kbira,February,Surface,0,22,36.08,7.86,15.33
Kbira,February,Surface,0,20,36.09,7.86,15.32
Kbira,February,Surface,0,18,36.1,7.87,15.3
Kbira,February,Surface,0,16,36.11,7.87,15.29
Kbira,February,Surface,0,14,36.13,7.87,15.27
Kbira,February,Surface,0,12,36.13,7.87,15.27
Kbira,February,Surface,0,10,36.13,7.87,15.27
Kbira,February,Surface,0,8,36.13,7.87,15.28
Kbira,February,Surface,0,6,36.13,7.87,15.28
Kbira,February,Surface,0,4,36.13,7.87,15.29
Kbira,February,Surface,0,2,36.14,7.87,15.28
Kbira,February,Surface,0,0,36.14,7.87,15.29
Zghira,February,Surface,0,100,35.85,7.26,17.25
Zghira,February,Surface,0,98,35.83,7.26,17.27
Zghira,February,Surface,0,96,35.6,7.25,17.29
Zghira,February,Surface,0,94,35.6,7.26,17.28
Zghira,February,Surface,0,92,36,7.26,17.28
Zghira,February,Surface,0,90,35.98,7.26,17.31
Zghira,February,Surface,0,88,35.96,7.26,17.32
Zghira,February,Surface,0,86,35.95,7.26,17.32
Zghira,February,Surface,0,84,36.12,7.24,17.22
Zghira,February,Surface,0,82,35.91,7.26,17.31
Zghira,February,Surface,0,80,35.92,7.26,17.27
Zghira,February,Surface,0,78,35.93,7.26,17.23
Zghira,February,Surface,0,74,35.94,7.26,17.19
Zghira,February,Surface,0,72,36.12,7.24,17.22
Zghira,February,Surface,0,70,35.93,7.26,17.32
Zghira,February,Surface,0,68,36.13,7.24,17.21
Zghira,February,Surface,0,66,36.13,7.24,17.21
Zghira,February,Surface,0,64,36.13,7.24,17.22
Zghira,February,Surface,0,62,36.14,7.24,17.21
Zghira,February,Surface,0,60,36.13,7.23,17.23
Zghira,February,Surface,0,58,36.13,7.23,17.23
Zghira,February,Surface,0,56,36.13,7.23,17.23
Zghira,February,Surface,0,54,36.14,7.23,17.22
Zghira,February,Surface,0,52,36.14,7.23,17.22
Zghira,February,Surface,0,50,36.15,7.23,17.22
Zghira,February,Surface,0,48,36.14,7.23,17.22
Zghira,February,Surface,0,46,36.14,7.23,17.23
Zghira,February,Surface,0,44,36.14,7.23,17.23
Zghira,February,Surface,0,42,36.13,7.23,17.25
Zghira,February,Surface,0,40,36.12,7.23,17.26
Zghira,February,Surface,0,38,36.12,7.22,17.26
Zghira,February,Surface,0,36,36.12,7.22,17.27
Zghira,February,Surface,0,34,36.13,7.22,17.26
Zghira,February,Surface,0,32,36.13,7.22,17.26
Zghira,February,Surface,0,30,36.13,7.22,17.26
Zghira,February,Surface,0,28,36.13,7.22,17.26
Zghira,February,Surface,0,26,36.14,7.22,17.25
Zghira,February,Surface,0,24,36.13,7.22,17.26
Zghira,February,Surface,0,22,36.13,7.22,17.26
Zghira,February,Surface,0,20,36.14,7.22,17.26
Zghira,February,Surface,0,18,36.14,7.21,17.25
Zghira,February,Surface,0,16,36.14,7.21,17.25
Zghira,February,Surface,0,14,36.15,7.21,17.25
Zghira,February,Surface,0,12,36.14,7.21,17.26
Zghira,February,Surface,0,10,36.14,7.21,17.26
Zghira,February,Surface,0,8,36.13,7.21,17.27
Zghira,February,Surface,0,6,36.13,7.2,17.28
Zghira,February,Surface,0,4,36.13,7.2,17.28
Zghira,February,Surface,0,2,36.14,7.2,17.8
Zghira,February,Surface,0,0,36.14,7.2,17.28
Zghira,February,Surface,0,100,36,7.26,17.28
Zghira,February,Surface,0,98,35.98,7.26,17.31
Zghira,February,Surface,0,96,35.96,7.26,17.32
Zghira,February,Surface,0,94,35.95,7.26,17.32
Zghira,February,Surface,0,92,35.93,7.26,17.32
Zghira,February,Surface,0,90,35.91,7.26,17.31
Zghira,February,Surface,0,88,35.92,7.26,17.27
Zghira,February,Surface,0,86,35.93,7.26,17.23
Zghira,February,Surface,0,84,35.94,7.26,17.19
Zghira,February,Surface,0,82,35.98,7.26,17.12
Zghira,February,Surface,0,80,36.02,7.26,17.06
Zghira,February,Surface,0,78,36.07,7.27,16.98
Zghira,February,Surface,0,74,36.08,7.26,16.96
Zghira,February,Surface,0,72,36.09,7.27,16.93
Zghira,February,Surface,0,70,36.15,7.27,16.85
Zghira,February,Surface,0,68,36.18,7.27,16.82
Zghira,February,Surface,0,66,36.19,7.27,16.79
Zghira,February,Surface,0,64,36.15,7.26,16.84
Zghira,February,Surface,0,62,36.04,7.26,16.96
Zghira,February,Surface,0,60,35.83,7.26,17.19
Zghira,February,Surface,0,58,35.81,7.26,17.18
Zghira,February,Surface,0,56,35.86,7.26,17.11
Zghira,February,Surface,0,54,35.97,7.26,16.96
Zghira,February,Surface,0,52,36.09,7.26,16.81
Zghira,February,Surface,0,50,36.1,7.26,16.79
Zghira,February,Surface,0,48,36.18,7.26,16.75
Zghira,February,Surface,0,46,35.98,7.26,16.69
Zghira,February,Surface,0,44,35.98,7.27,16.54
Zghira,February,Surface,0,42,35.9,7.26,16.71
Zghira,February,Surface,0,40,35.88,7.26,16.73
Zghira,February,Surface,0,38,36.12,7.25,17.44
Zghira,February,Surface,0,36,36.06,7.25,17.53
Zghira,February,Surface,0,34,36.06,7.24,17.53
Zghira,February,Surface,0,32,36.05,7.24,17.54
Zghira,February,Surface,0,30,36.05,7.24,17.53
Zghira,February,Surface,0,28,36.04,7.24,17.53
Zghira,February,Surface,0,26,36.2,7.24,17.35
Zghira,February,Surface,0,24,36.27,7.24,17.27
Zghira,February,Surface,0,22,36.25,7.24,17.3
Zghira,February,Surface,0,20,36.2,7.24,17.36
Zghira,February,Surface,0,18,35.76,7.24,17.21
Zghira,February,Surface,0,16,36.12,7.25,16.9
Zghira,February,Surface,0,14,36.14,7.24,17.31
Zghira,February,Surface,0,12,35.8,7.24,17.71
Zghira,February,Surface,0,10,36.15,7.23,18.01
Zghira,February,Surface,0,8,36.16,7.22,18.01
Zghira,February,Surface,0,6,36.16,7.22,18.01
Zghira,February,Surface,0,4,36.16,7.22,18.01
Zghira,February,Surface,0,2,36.14,7.22,18.04
Zghira,February,Surface,0,0,36.16,7.22,18.02
Zghira,February,Surface,0,100,36.09,7.23,17.53
Zghira,February,Surface,0,98,36.12,7.23,17.48
Zghira,February,Surface,0,96,36.14,7.24,17.45
Zghira,February,Surface,0,94,36.17,7.24,17.41
Zghira,February,Surface,0,92,36.21,7.24,17.41
Zghira,February,Surface,0,90,36.21,7.24,17.4
Zghira,February,Surface,0,88,36.25,7.24,17.28
Zghira,February,Surface,0,86,36.25,7.24,17.14
Zghira,February,Surface,0,84,36.42,7.25,16.95
Zghira,February,Surface,0,82,36,7.25,16.67
Zghira,February,Surface,0,80,36.13,7.25,16.49
Zghira,February,Surface,0,78,36.22,7.26,16.38
Zghira,February,Surface,0,74,36.22,7.26,16.38
Zghira,February,Surface,0,72,36.19,7.26,16.43
Zghira,February,Surface,0,70,36.14,7.26,16.48
Zghira,February,Surface,0,68,36.12,7.25,16.5
Zghira,February,Surface,0,66,36.1,7.25,16.45
Zghira,February,Surface,0,64,36.18,7.25,16.41
Zghira,February,Surface,0,62,36.11,7.25,16.52
Zghira,February,Surface,0,60,36.07,7.25,16.62
Zghira,February,Surface,0,58,35.9,7.25,16.8
Zghira,February,Surface,0,56,36.26,7.27,17.09
Zghira,February,Surface,0,54,36.14,7.24,17.24
Zghira,February,Surface,0,52,36.1,7.24,17.27
Zghira,February,Surface,0,50,36.06,7.27,17.29
Zghira,February,Surface,0,48,36.05,7.24,17.27
Zghira,February,Surface,0,46,36.07,7.24,17.21
Zghira,February,Surface,0,44,36.07,7.24,17.19
Zghira,February,Surface,0,42,36.07,7.24,17.17
Zghira,February,Surface,0,40,36.08,7.24,17.13
Zghira,February,Surface,0,38,36.14,7.24,17.04
Zghira,February,Surface,0,36,36.13,7.24,17.05
Zghira,February,Surface,0,34,36.08,7.24,17.1
Zghira,February,Surface,0,32,35.97,7.24,17.22
Zghira,February,Surface,0,30,35.88,7.24,17.31
Zghira,February,Surface,0,28,35.83,7.24,17.34
Zghira,February,Surface,0,26,35.8,7.24,17.34
Zghira,February,Surface,0,24,35.79,7.24,17.33
Zghira,February,Surface,0,22,35.82,7.24,17.27
Zghira,February,Surface,0,20,35.9,7.24,17.17
Zghira,February,Surface,0,18,36,7.25,17.04
Zghira,February,Surface,0,16,36.07,7.25,16.97
Zghira,February,Surface,0,14,36.23,7.25,16.8
Zghira,February,Surface,0,12,36.35,7.25,16.68
Zghira,February,Surface,0,10,36.38,7.25,16.68
Zghira,February,Surface,0,8,36.35,7.25,16.74
Zghira,February,Surface,0,6,36.38,7.25,16.77
Zghira,February,Surface,0,4,36.36,7.25,16.83
Zghira,February,Surface,0,2,36.36,7.25,16.85
Zghira,February,Surface,0,0,36.31,7.25,16.93
Zghira,February,Surface,0,100,36.53,7.24,16.27
Zghira,February,Surface,0,98,36.56,7.24,16.27
Zghira,February,Surface,0,96,36.44,7.24,16.43
Zghira,February,Surface,0,94,36.28,7.24,16.62
Zghira,February,Surface,0,92,36.24,7.23,16.67
Zghira,February,Surface,0,90,36.25,7.23,16.66
Zghira,February,Surface,0,88,36.27,7.23,16.63
Zghira,February,Surface,0,86,36.3,7.23,16.61
Zghira,February,Surface,0,84,36.23,7.23,16.69
Zghira,February,Surface,0,82,36.2,7.23,16.73
Zghira,February,Surface,0,80,36.22,7.23,16.72
Zghira,February,Surface,0,78,36.19,7.23,16.76
Zghira,February,Surface,0,74,36.15,7.23,16.82
Zghira,February,Surface,0,72,36.15,7.23,16.83
Zghira,February,Surface,0,70,36.04,7.23,16.96
Zghira,February,Surface,0,68,36.07,7.23,16.93
Zghira,February,Surface,0,66,36.1,7.23,16.89
Zghira,February,Surface,0,64,36.13,7.23,16.86
Zghira,February,Surface,0,62,36.15,7.23,16.84
Zghira,February,Surface,0,60,36.22,7.23,16.76
Zghira,February,Surface,0,58,36.29,7.23,16.69
Zghira,February,Surface,0,56,36.32,7.23,16.67
Zghira,February,Surface,0,54,36.37,7.23,16.63
Zghira,February,Surface,0,52,36.4,7.23,16.62
Zghira,February,Surface,0,50,36.44,7.23,16.58
Zghira,February,Surface,0,48,36.41,7.23,16.64
Zghira,February,Surface,0,46,36.36,7.23,16.71
Zghira,February,Surface,0,44,36.32,7.23,16.77
Zghira,February,Surface,0,42,36.25,7.22,16.86
Zghira,February,Surface,0,40,36.3,7.22,16.81
Zghira,February,Surface,0,38,35.99,7.22,16.67
Zghira,February,Surface,0,36,36.04,7.22,16.52
Zghira,February,Surface,0,34,36.1,7.22,16.74
Zghira,February,Surface,0,32,36.09,7.22,17.17
Zghira,February,Surface,0,30,35.77,7.22,17.55
Zghira,February,Surface,0,28,36.26,7.21,17.72
Zghira,February,Surface,0,26,36.28,7.21,17.69
Zghira,February,Surface,0,24,36.22,7.21,17.74
Zghira,February,Surface,0,22,36.13,7.21,17.84
Zghira,February,Surface,0,20,36.13,7.21,17.83
Zghira,February,Surface,0,18,36.11,7.21,17.84
Zghira,February,Surface,0,16,36.11,7.21,17.83
Zghira,February,Surface,0,14,36.12,7.21,17.79
Zghira,February,Surface,0,12,36.11,7.21,17.8
Zghira,February,Surface,0,10,36.01,7.21,17.9
Zghira,February,Surface,0,8,35.98,7.21,17.92
Zghira,February,Surface,0,6,36.04,7.21,17.84
Zghira,February,Surface,0,4,36.06,7.21,17.79
Zghira,February,Surface,0,2,36.01,7.21,17.84
Zghira,February,Surface,0,0,35.97,7.21,17.87
Zghira,February,Surface,0,100,36.15,7.23,16.2
Zghira,February,Surface,0,98,36.13,7.23,16.21
Zghira,February,Surface,0,96,36.11,7.23,16.23
Zghira,February,Surface,0,94,36.1,7.23,16.23
Zghira,February,Surface,0,92,36.08,7.23,16.24
Zghira,February,Surface,0,90,36.08,7.23,16.23
Zghira,February,Surface,0,88,36.09,7.23,16.22
Zghira,February,Surface,0,86,36.1,7.23,16.2
Zghira,February,Surface,0,84,36.11,7.23,16.18
Zghira,February,Surface,0,82,36.1,7.23,16.17
Zghira,February,Surface,0,80,36.1,7.23,16.17
Zghira,February,Surface,0,78,36.09,7.23,16.17
Zghira,February,Surface,0,74,36.09,7.23,16.17
Zghira,February,Surface,0,72,36.08,7.23,16.16
Zghira,February,Surface,0,70,36.09,7.23,16.14
Zghira,February,Surface,0,68,36.1,7.23,16.13
Zghira,February,Surface,0,66,36.1,7.23,16.12
Zghira,February,Surface,0,64,36.1,7.23,16.12
Zghira,February,Surface,0,62,36.1,7.23,16.11
Zghira,February,Surface,0,60,36.1,7.23,16.11
Zghira,February,Surface,0,58,36.1,7.23,16.1
Zghira,February,Surface,0,56,36.11,7.23,16.09
Zghira,February,Surface,0,54,36.11,7.23,16.08
Zghira,February,Surface,0,52,36.12,7.23,16.08
Zghira,February,Surface,0,50,36.13,7.23,16.06
Zghira,February,Surface,0,48,36.14,7.23,16.05
Zghira,February,Surface,0,46,36.15,7.23,16.04
Zghira,February,Surface,0,44,36.16,7.23,16.03
Zghira,February,Surface,0,42,36.17,7.23,16.02
Zghira,February,Surface,0,40,36.18,7.23,16.02
Zghira,February,Surface,0,38,36.19,7.23,16.03
Zghira,February,Surface,0,36,36.2,7.23,16.03
Zghira,February,Surface,0,34,36.21,7.23,16.02
Zghira,February,Surface,0,32,36.23,7.23,16.02
Zghira,February,Surface,0,30,36.23,7.23,16.02
Zghira,February,Surface,0,28,36.24,7.23,16.02
Zghira,February,Surface,0,26,36.25,7.23,16.02
Zghira,February,Surface,0,24,36.26,7.23,16.02
Zghira,February,Surface,0,22,36.27,7.23,16.02
Zghira,February,Surface,0,20,36.27,7.23,16.03
Zghira,February,Surface,0,18,36.28,7.23,16.03
Zghira,February,Surface,0,16,36.28,7.23,16.03
Zghira,February,Surface,0,14,36.29,7.23,16.04
Zghira,February,Surface,0,12,36.29,7.23,16.04
Zghira,February,Surface,0,10,36.29,7.23,16.05
Zghira,February,Surface,0,8,36.29,7.23,16.07
Zghira,February,Surface,0,6,36.26,7.22,16.1
Zghira,February,Surface,0,4,36.15,7.22,16.23
Zghira,February,Surface,0,2,36.09,7.22,16.42
Zghira,February,Surface,0,0,36.25,7.22,16.65
Zghira,June,Meadow,1.14,0,37.74,7.99,27.094
Zghira,June,Meadow,1.168,2,37.75,7.99,27.118
Zghira,June,Meadow,1.162,4,37.73,8,27.041
Zghira,June,Meadow,1.148,6,37.74,8,26.678
Zghira,June,Meadow,1.127,8,37.75,8,26.439
Zghira,June,Meadow,1.142,10,37.74,8.01,26.337
Zghira,June,Meadow,1.166,12,37.71,8.01,26.268
Zghira,June,Meadow,1.166,14,37.72,8.01,26.034
Zghira,June,Meadow,1.172,16,37.74,8.01,25.885
Zghira,June,Meadow,1.197,18,37.77,8.01,25.708
Zghira,June,Meadow,1.237,20,37.78,8.02,25.469
Zghira,June,Meadow,1.285,22,37.78,8.01,25.473
Zghira,June,Meadow,1.368,24,37.79,8.01,25.613
Zghira,June,Meadow,1.402,26,37.77,8.01,25.951
Zghira,June,Meadow,0.65,28,37.78,8.01,26.013
Zghira,June,Meadow,0.584,30,37.74,8.01,26.3
Zghira,June,Meadow,0.453,32,37.72,8.01,26.441
Zghira,June,Meadow,0.352,34,37.7,8.02,26.526
Zghira,June,Meadow,0.487,36,37.71,8.02,26.371
Zghira,June,Meadow,0.566,38,37.72,8.02,26.27
Zghira,June,Meadow,0.593,40,37.72,8.03,26.142
Zghira,June,Meadow,0.597,42,37.71,8.03,26.095
Zghira,June,Meadow,0.597,44,37.71,8.03,26.067
Zghira,June,Meadow,0.597,46,37.71,8.03,26.02
Zghira,June,Meadow,0.653,48,37.71,8.03,25.981
Zghira,June,Meadow,0.681,50,37.71,8.04,25.95
Zghira,June,Meadow,0.7,52,37.72,8.04,25.907
Zghira,June,Meadow,0.725,54,37.73,8.04,25.812
Zghira,June,Meadow,0.77,56,37.74,8.04,25.732
Zghira,June,Meadow,0.823,58,37.73,8.04,25.727
Zghira,June,Meadow,0.897,60,37.73,8.05,25.702
Zghira,June,Meadow,0.974,62,37.75,8.05,25.618
Zghira,June,Meadow,1.051,64,37.77,8.05,25.534
Zghira,June,Meadow,1.128,66,37.79,8.05,25.45
Zghira,June,Meadow,1.001,68,37.78,8.05,25.521
Zghira,June,Meadow,0.974,70,37.77,8.05,25.592
Zghira,June,Meadow,0.978,72,37.78,8.05,25.592
Zghira,June,Meadow,0.982,74,37.79,8.05,25.604
Zghira,June,Meadow,0.945,76,37.76,8.05,25.675
Zghira,June,Meadow,0.908,78,37.75,8.05,25.746
Zghira,June,Meadow,0.885,80,37.75,8.05,25.773
Zghira,June,Meadow,0.862,82,37.75,8.05,25.8
Zghira,June,Meadow,0.018,84,37.75,8.05,25.843
Zghira,June,Meadow,0.026,86,37.75,8.05,25.886
Zghira,June,Meadow,0.077,88,37.75,8.05,25.928
Zghira,June,Meadow,0.128,90,37.75,8.05,25.92
Zghira,June,Meadow,0.148,92,37.75,8.05,25.938
Zghira,June,Meadow,0.168,94,37.75,8.05,25.926
Zghira,June,Meadow,0.148,96,37.75,8.05,25.904
Zghira,June,Meadow,0.128,98,37.75,8.05,25.882
Zghira,June,Meadow,0.16,100,37.78,8.05,25.886
Zghira,June,Meadow,-0.001,0,36.81,8.07,26.924
Zghira,June,Meadow,0.902,2,37.59,8.06,29.155
Zghira,June,Meadow,1.395,4,37.77,8.06,27.585
Zghira,June,Meadow,1.428,6,37.19,8.07,25.154
Zghira,June,Meadow,1.275,8,37.93,8.06,26.369
Zghira,June,Meadow,1.188,10,37.88,8.06,27.785
Zghira,June,Meadow,1.239,12,36.68,8.06,28.936
Zghira,June,Meadow,1.273,14,39,8.07,26.223
Zghira,June,Meadow,1.228,16,38.29,8.06,26.743
Zghira,June,Meadow,1.181,18,37.71,8.06,26.782
Zghira,June,Meadow,1.15,20,37.74,8.06,26.553
Zghira,June,Meadow,1.135,22,37.8,8.06,26.238
Zghira,June,Meadow,1.168,24,37.78,8.07,25.962
Zghira,June,Meadow,1.202,26,37.75,8.07,25.682
Zghira,June,Meadow,1.2,28,37.71,8.07,25.058
Zghira,June,Meadow,2.115,30,37.7,8.08,24.535
Zghira,June,Meadow,2.501,32,37.71,8.08,24.14
Zghira,June,Meadow,2.568,34,37.72,8.09,23.862
Zghira,June,Meadow,2.66,36,37.71,8.09,23.726
Zghira,June,Meadow,2.669,38,37.71,8.09,23.724
